date,ticker,posts,channels
2026-08-21,JPFA,5,1
2026-08-21,KIJA,2,1
2026-08-21,KRAS,2,1
2026-08-21,MAIN,1,1
2026-08-21,MBMA,4,2
2026-08-21,MDKA,2,1
2026-08-21,MEDC,1,1
2026-08-21,MTDL,1,1
2026-08-21,PANI,1,1
2026-08-21,PGAS,1,1
2026-08-21,PGEO,5,2
2026-08-21,PSAB,4,2
2026-08-21,PTBA,1,1
2026-08-21,PTRO,1,1
2026-08-21,PWON,2,1
2026-08-21,SMGR,2,1
2026-08-21,SSIA,1,1
2026-08-21,TINS,1,1
2026-08-21,TLKM,3,1
2026-08-21,TPIA,1,1
2026-08-21,WIKA,1,1
2026-08-21,WSKT,1,1
2026-08-24,AADI,1,1
2026-08-24,ADHI,1,1
2026-08-24,ADMR,2,1
2026-08-24,ADRO,1,1
2026-08-24,AGRO,1,1
2026-08-24,AMMN,3,2
2026-08-24,ANTM,2,1
2026-08-24,ASII,1,1
2026-08-24,BBCA,1,1
2026-08-24,BBNI,1,1
2026-08-24,BBRI,2,1
2026-08-24,BBTN,1,1
2026-08-24,BRIS,3,1
2026-08-24,BRMS,1,1
2026-08-24,BSDE,1,1
2026-08-24,BTPS,2,1
2026-08-24,BUMI,2,1
2026-08-24,BYAN,1,1
2026-08-24,CPIN,1,1
2026-08-24,DCII,1,1
2026-08-24,DEWA,1,1
2026-08-24,EXCL,1,1
2026-08-24,GEMS,1,1
2026-08-24,GGRM,1,1
2026-08-24,HMSP,1,1
2026-08-24,HRUM,1,1
2026-08-24,ICBP,2,1
2026-08-24,INDY,3,1
2026-08-24,ISAT,3,2
2026-08-24,ITMG,2,1
2026-08-24,JPFA,1,1
2026-08-24,LPKR,1,1
2026-08-24,LPPF,1,1
2026-08-24,MAIN,2,1
2026-08-24,MAPA,1,1
2026-08-24,MDKA,1,1
2026-08-24,MYOR,1,1
2026-08-24,PNLF,1,1
2026-08-24,PSAB,1,1
2026-08-24,PTBA,2,1
2026-08-24,PTPP,2,1
2026-08-24,PTRO,1,1
2026-08-24,RALS,1,1
2026-08-24,SILO,1,1
2026-08-24,SMRA,1,1
2026-08-24,TINS,1,1
2026-08-24,TLKM,2,1
2026-08-24,TPIA,2,1
2026-08-24,UNTR,2,1
2026-08-25,AADI,3,1
2026-08-25,ADHI,1,1
2026-08-25,ADMR,3,2
2026-08-25,ADRO,4,2
2026-08-25,AGRO,1,1
2026-08-25,AMMN,3,1
2026-08-25,ANTM,3,2
2026-08-25,ASII,1,1
2026-08-25,BBCA,20,1
2026-08-25,BBNI,2,1
2026-08-25,BBRI,6,1
2026-08-25,BBTN,1,1
2026-08-25,BMRI,11,1
2026-08-25,BREN,2,1
2026-08-25,BRIS,3,1
2026-08-25,BRMS,7,2
2026-08-25,BRPT,1,1
2026-08-25,BSDE,1,1
2026-08-25,BTPS,2,1
2026-08-25,BUMI,4,2
2026-08-25,BYAN,2,1
2026-08-25,CPIN,1,1
2026-08-25,DCII,1,1
2026-08-25,DEWA,2,1
2026-08-25,DMAS,3,1
2026-08-25,DOID,1,1
2026-08-25,ESSA,2,1
2026-08-25,EXCL,1,1
2026-08-25,GEMS,1,1
2026-08-25,GGRM,2,1
2026-08-25,GOTO,1,1
2026-08-25,HMSP,1,1
2026-08-25,HRUM,4,1
2026-08-25,ICBP,2,1
2026-08-25,INDY,5,1
2026-08-25,ISAT,3,1
2026-08-25,ITMG,3,1
2026-08-25,JPFA,2,1
2026-08-25,KIJA,3,2
2026-08-25,LPKR,1,1
2026-08-25,LPPF,1,1
2026-08-25,MAIN,2,1
2026-08-25,MAPA,1,1
2026-08-25,MBMA,1,1
2026-08-25,MDKA,2,1
2026-08-25,MYOR,1,1
2026-08-25,PGAS,1,1
2026-08-25,PGEO,1,1
2026-08-25,PNLF,1,1
2026-08-25,PSAB,1,1
2026-08-25,PTBA,2,1
2026-08-25,PTPP,2,1
2026-08-25,PTRO,2,1
2026-08-25,RALS,1,1
2026-08-25,SILO,1,1
2026-08-25,SMGR,2,1
2026-08-25,SMRA,1,1
2026-08-25,SSIA,1,1
2026-08-25,TINS,6,2
2026-08-25,TLKM,2,1
2026-08-25,TOWR,2,1
2026-08-25,TPIA,4,1
2026-08-25,UNTR,3,1
2026-08-25,UNVR,1,1
2026-08-26,ADHI,2,1
2026-08-26,BBNI,1,1
2026-08-26,BBRI,3,1
2026-08-26,BBTN,2,1
2026-08-26,BELI,1,1
2026-08-26,BMRI,2,1
2026-08-26,BRIS,1,1
2026-08-26,BRPT,1,1
2026-08-26,CMRY,2,1
2026-08-26,DCII,1,1
2026-08-26,EMTK,1,1
2026-08-26,ERAA,1,1
2026-08-26,GOTO,2,1
2026-08-26,HRUM,1,1
2026-08-26,JPFA,1,1
2026-08-26,MTDL,1,1
2026-08-26,SSIA,1,1
2026-08-26,TLKM,1,1
2026-08-26,TOWR,1,1
2026-08-26,TPIA,1,1
2026-08-26,UNTR,1,1
2026-08-27,AADI,2,1
2026-08-27,ACES,2,1
2026-08-27,ADHI,2,1
2026-08-27,ADMR,1,1
2026-08-27,ADRO,1,1
2026-08-27,AMMN,6,2
2026-08-27,ANTM,4,2
2026-08-27,ASII,1,1
2026-08-27,BBCA,11,2
2026-08-27,BBNI,3,1
2026-08-27,BBRI,7,1
2026-08-27,BBTN,3,1
2026-08-27,BELI,1,1
2026-08-27,BFIN,2,1
2026-08-27,BMRI,8,2
2026-08-27,BREN,3,1
2026-08-27,BRIS,1,1
2026-08-27,BRMS,6,2
2026-08-27,BRPT,3,1
2026-08-27,BUMI,4,2
2026-08-27,BYAN,1,1
2026-08-27,CMRY,2,1
2026-08-27,CPIN,1,1
2026-08-27,DCII,1,1
2026-08-27,DEWA,5,2
2026-08-27,EMTK,1,1
2026-08-27,ENRG,2,1
2026-08-27,ERAA,1,1
2026-08-27,ESSA,2,1
2026-08-27,EXCL,3,1
2026-08-27,GGRM,2,1
2026-08-27,GOTO,3,1
2026-08-27,HRUM,2,1
2026-08-27,ICBP,1,1
2026-08-27,INDY,3,1
2026-08-27,INKP,1,1
2026-08-27,INTP,2,1
2026-08-27,ISAT,10,2
2026-08-27,JPFA,2,1
2026-08-27,KIJA,2,1
2026-08-27,MBMA,1,1
2026-08-27,MDKA,7,2
2026-08-27,MEDC,1,1
2026-08-27,MTDL,1,1
2026-08-27,PGEO,3,2
2026-08-27,PSAB,4,2
2026-08-27,PTRO,2,2
2026-08-27,SMGR,2,1
2026-08-27,SSIA,2,1
2026-08-27,TINS,2,2
2026-08-27,TLKM,3,1
2026-08-27,TOBA,1,1
2026-08-27,TOWR,3,1
2026-08-27,TPIA,4,2
2026-08-27,UNTR,1,1
2026-08-27,UNVR,1,1
2026-08-27,WIRG,1,1
2026-08-28,AADI,2,1
2026-08-28,ADHI,1,1
2026-08-28,ADRO,3,2
2026-08-28,AMMN,4,2
2026-08-28,AMRT,1,1
2026-08-28,ANTM,3,1
2026-08-28,ASII,1,1
2026-08-28,BBCA,18,1
2026-08-28,BBNI,6,1
2026-08-28,BBRI,6,1
2026-08-28,BBTN,4,1
2026-08-28,BELI,2,1
2026-08-28,BMRI,7,1
2026-08-28,BREN,4,1
2026-08-28,BRMS,7,2
2026-08-28,BRPT,5,1
2026-08-28,BUKA,2,1
2026-08-28,BUMI,4,1
2026-08-28,BYAN,2,1
2026-08-28,CMRY,2,1
2026-08-28,CPIN,2,1
2026-08-28,CTRA,1,1
2026-08-28,DEWA,4,1
2026-08-28,ELSA,2,1
2026-08-28,ENRG,1,1
2026-08-28,ESSA,1,1
2026-08-28,EXCL,1,1
2026-08-28,GOTO,5,2
2026-08-28,HRUM,2,1
2026-08-28,INCO,2,1
2026-08-28,INDY,2,1
2026-08-28,INKP,2,1
2026-08-28,INTP,2,1
2026-08-28,ISAT,3,1
2026-08-28,ITMG,2,1
2026-08-28,KIJA,2,1
2026-08-28,MBMA,1,1
2026-08-28,MDKA,4,2
2026-08-28,PGEO,1,1
2026-08-28,PSAB,1,1
2026-08-28,PTPP,1,1
2026-08-28,PTRO,1,1
2026-08-28,SMGR,3,1
2026-08-28,TINS,3,1
2026-08-28,TLKM,3,1
2026-08-28,TOBA,1,1
2026-08-28,TOWR,2,1
2026-08-28,TPIA,3,2
2026-08-28,UNTR,1,1
2026-08-28,WIKA,1,1
2026-08-28,WSKT,1,1
2026-08-31,ADHI,2,1
2026-08-31,AMMN,1,1
2026-08-31,ANTM,2,1
2026-08-31,ASII,2,1
2026-08-31,BFIN,1,1
2026-08-31,BUMI,1,1
2026-08-31,DCII,1,1
2026-08-31,DMAS,1,1
2026-08-31,EXCL,1,1
2026-08-31,ICBP,1,1
2026-08-31,INDF,2,1
2026-08-31,INTP,1,1
2026-08-31,ISAT,2,1
2026-08-31,JSMR,1,1
2026-08-31,KAEF,1,1
2026-08-31,MDKA,2,2
2026-08-31,MTEL,1,1
2026-08-31,MYOR,1,1
2026-08-31,PANI,2,1
2026-08-31,PGAS,2,1
2026-08-31,PTPP,1,1
2026-08-31,SMGR,1,1
2026-08-31,SSIA,1,1
2026-08-31,TINS,1,1
2026-08-31,TLKM,3,1
2026-08-31,TPIA,1,1
2026-08-31,UNVR,1,1
2026-08-31,WIKA,3,1
2026-08-31,WSKT,1,1
2026-09-01,AADI,1,1
2026-09-01,ADHI,3,1
2026-09-01,ADMR,3,2
2026-09-01,ADRO,9,2
2026-09-01,AGRO,1,1
2026-09-01,AMMN,3,2
2026-09-01,ANTM,4,1
2026-09-01,ARTO,2,1
2026-09-01,ASII,10,1
2026-09-01,BBCA,8,1
2026-09-01,BBHI,1,1
2026-09-01,BBNI,4,1
2026-09-01,BBRI,8,1
2026-09-01,BBTN,2,1
2026-09-01,BELI,2,1
2026-09-01,BFIN,1,1
2026-09-01,BMRI,3,1
2026-09-01,BRIS,2,1
2026-09-01,BRMS,5,2
2026-09-01,BRPT,2,1
2026-09-01,BUKA,3,1
2026-09-01,BUMI,6,1
2026-09-01,BYAN,1,1
2026-09-01,CPIN,2,1
2026-09-01,DCII,2,1
2026-09-01,DEWA,3,1
2026-09-01,DMAS,3,2
2026-09-01,EMTK,1,1
2026-09-01,ENRG,1,1
2026-09-01,ERAA,3,2
2026-09-01,ESSA,3,1
2026-09-01,EXCL,3,1
2026-09-01,GGRM,1,1
2026-09-01,GOTO,5,1
2026-09-01,HEAL,1,1
2026-09-01,ICBP,6,1
2026-09-01,INCO,2,1
2026-09-01,INDF,2,1
2026-09-01,INDY,3,1
2026-09-01,INKP,1,1
2026-09-01,INTP,1,1
2026-09-01,ISAT,3,1
2026-09-01,JSMR,3,1
2026-09-01,KAEF,1,1
2026-09-01,KIJA,5,2
2026-09-01,MBMA,3,1
2026-09-01,MDKA,2,1
2026-09-01,MTEL,1,1
2026-09-01,MYOR,3,1
2026-09-01,PANI,3,1
2026-09-01,PGAS,2,1
2026-09-01,PGEO,2,1
2026-09-01,PSAB,4,2
2026-09-01,PTPP,2,1
2026-09-01,PTRO,3,1
2026-09-01,SMGR,4,1
2026-09-01,SRTG,1,1
2026-09-01,SSIA,4,2
2026-09-01,TINS,1,1
2026-09-01,TLKM,4,1
2026-09-01,TOBA,2,1
2026-09-01,TOWR,3,1
2026-09-01,TPIA,3,1
2026-09-01,UNVR,6,1
2026-09-01,WIKA,3,1
2026-09-01,WSKT,1,1
2026-09-02,AADI,2,1
2026-09-02,ADHI,1,1
2026-09-02,ADMR,1,1
2026-09-02,ADRO,1,1
2026-09-02,AGRO,1,1
2026-09-02,AKRA,1,1
2026-09-02,AMRT,2,1
2026-09-02,ANTM,3,1
2026-09-02,ARTO,1,1
2026-09-02,ASII,7,1
2026-09-02,BBCA,9,2
2026-09-02,BBHI,2,1
2026-09-02,BBNI,3,1
2026-09-02,BBRI,18,2
2026-09-02,BBTN,3,1
2026-09-02,BELI,2,1
2026-09-02,BFIN,2,1
2026-09-02,BMRI,6,1
2026-09-02,BRMS,1,1
2026-09-02,BRPT,1,1
2026-09-02,BUKA,1,1
2026-09-02,BUMI,12,2
2026-09-02,BYAN,1,1
2026-09-02,CPIN,2,1
2026-09-02,DCII,1,1
2026-09-02,DEWA,2,1
2026-09-02,EMTK,3,1
2026-09-02,ENRG,2,1
2026-09-02,ERAA,1,1
2026-09-02,ESSA,3,1
2026-09-02,GOTO,5,1
2026-09-02,HEAL,2,1
2026-09-02,ICBP,4,1
2026-09-02,INCO,3,1
2026-09-02,INDF,2,1
2026-09-02,INDY,2,1
2026-09-02,INKP,1,1
2026-09-02,ISAT,4,1
2026-09-02,ITMG,3,1
2026-09-02,JPFA,1,1
2026-09-02,JSMR,4,1
2026-09-02,KIJA,2,1
2026-09-02,KLBF,1,1
2026-09-02,MAPI,1,1
2026-09-02,MBMA,4,1
2026-09-02,MEDC,1,1
2026-09-02,MIKA,1,1
2026-09-02,MYOR,1,1
2026-09-02,PGAS,2,1
2026-09-02,PSAB,2,1
2026-09-02,PTBA,4,1
2026-09-02,PTPP,1,1
2026-09-02,PTRO,4,2
2026-09-02,SILO,2,1
2026-09-02,SMGR,9,1
2026-09-02,SRTG,1,1
2026-09-02,SSIA,1,1
2026-09-02,TINS,2,1
2026-09-02,TLKM,4,1
2026-09-02,TPIA,3,1
2026-09-02,UNVR,2,1
2026-09-02,WIFI,1,1
2026-09-03,ADMR,6,2
2026-09-03,ADRO,8,2
2026-09-03,AGRO,2,1
2026-09-03,AMAR,1,1
2026-09-03,AMMN,3,1
2026-09-03,ANTM,3,1
2026-09-03,ASII,2,1
2026-09-03,BBCA,9,2
2026-09-03,BBNI,2,1
2026-09-03,BBRI,7,2
2026-09-03,BBTN,4,1
2026-09-03,BELI,1,1
2026-09-03,BMRI,4,1
2026-09-03,BREN,1,1
2026-09-03,BRIS,1,1
2026-09-03,BRPT,2,1
2026-09-03,BTPS,1,1
2026-09-03,BUMI,7,1
2026-09-03,BYAN,2,1
2026-09-03,CMRY,1,1
2026-09-03,DCII,1,1
2026-09-03,DMAS,1,1
2026-09-03,ELSA,2,1
2026-09-03,EMTK,2,1
2026-09-03,ENRG,3,1
2026-09-03,ERAA,2,2
2026-09-03,GGRM,1,1
2026-09-03,GOTO,1,1
2026-09-03,HEAL,2,1
2026-09-03,ICBP,4,1
2026-09-03,INCO,6,2
2026-09-03,INDF,1,1
2026-09-03,INDY,3,1
2026-09-03,INTP,1,1
2026-09-03,ISAT,4,2
2026-09-03,ITMG,2,1
2026-09-03,JPFA,2,1
2026-09-03,JSMR,2,1
2026-09-03,KIJA,1,1
2026-09-03,KRAS,1,1
2026-09-03,MBMA,2,2
2026-09-03,MDKA,2,2
2026-09-03,MEDC,3,1
2026-09-03,MIKA,1,1
2026-09-03,MYOR,1,1
2026-09-03,PGAS,2,1
2026-09-03,PGEO,1,1
2026-09-03,PSAB,2,2
2026-09-03,PTBA,2,1
2026-09-03,PTRO,2,1
2026-09-03,SILO,1,1
2026-09-03,SMGR,3,1
2026-09-03,SMRA,2,1
2026-09-03,SSIA,4,2
2026-09-03,TINS,1,1
2026-09-03,TLKM,1,1
2026-09-03,TPIA,2,1
2026-09-03,UNTR,1,1
